Tournament,Stage,Match Type,Map,Team,Agent Picked,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Karmine Corp,skye,0,2,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Karmine Corp,killjoy,0,2,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Karmine Corp,astra,0,2,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Karmine Corp,harbor,0,2,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Karmine Corp,phoenix,0,2,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Giants Gaming,skye,2,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Giants Gaming,jett,2,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Giants Gaming,astra,2,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Giants Gaming,sova,2,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Giants Gaming,cypher,2,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Team Heretics,jett,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Team Heretics,killjoy,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Team Heretics,astra,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Team Heretics,fade,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Pearl,Team Heretics,yoru,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Natus Vincere,omen,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Natus Vincere,breach,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Natus Vincere,jett,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Natus Vincere,chamber,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Natus Vincere,phoenix,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,KOI,omen,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,KOI,skye,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,KOI,jett,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,KOI,killjoy,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,KOI,viper,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Karmine Corp,omen,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Karmine Corp,raze,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Karmine Corp,breach,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Karmine Corp,sova,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Karmine Corp,harbor,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Giants Gaming,omen,2,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Giants Gaming,breach,2,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Giants Gaming,jett,2,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Giants Gaming,killjoy,1,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Giants Gaming,sova,1,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Giants Gaming,raze,1,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Giants Gaming,chamber,1,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Team Heretics,omen,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Team Heretics,raze,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Team Heretics,breach,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Team Heretics,killjoy,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,Team Heretics,fade,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,BBL Esports,omen,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,BBL Esports,breach,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,BBL Esports,jett,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,BBL Esports,killjoy,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Haven,BBL Esports,sova,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Natus Vincere,breach,1,2,3
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Natus Vincere,sova,1,2,3
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Natus Vincere,cypher,1,2,3
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Natus Vincere,brimstone,1,2,3
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Natus Vincere,neon,1,2,3
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,KOI,raze,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,KOI,skye,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,KOI,killjoy,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,KOI,astra,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,KOI,viper,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Karmine Corp,omen,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Karmine Corp,raze,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Karmine Corp,breach,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Karmine Corp,killjoy,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Karmine Corp,sova,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Giants Gaming,omen,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Giants Gaming,raze,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Giants Gaming,breach,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Giants Gaming,jett,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,Giants Gaming,chamber,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,BBL Esports,omen,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,BBL Esports,skye,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,BBL Esports,breach,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,BBL Esports,jett,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Lotus,BBL Esports,killjoy,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Natus Vincere,raze,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Natus Vincere,skye,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Natus Vincere,viper,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Natus Vincere,brimstone,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Natus Vincere,neon,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Karmine Corp,omen,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Karmine Corp,raze,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Karmine Corp,skye,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Karmine Corp,breach,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Karmine Corp,viper,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Giants Gaming,omen,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Giants Gaming,raze,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Giants Gaming,breach,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Giants Gaming,chamber,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,Giants Gaming,yoru,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,BBL Esports,raze,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,BBL Esports,skye,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,BBL Esports,viper,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,BBL Esports,brimstone,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Bind,BBL Esports,sage,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Natus Vincere,omen,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Natus Vincere,raze,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Natus Vincere,cypher,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Natus Vincere,fade,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Natus Vincere,sage,0,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Natus Vincere,jett,1,0,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,KOI,raze,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,KOI,skye,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,KOI,jett,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,KOI,astra,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,KOI,viper,1,1,2
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Karmine Corp,omen,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Karmine Corp,raze,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Karmine Corp,skye,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Karmine Corp,breach,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Karmine Corp,cypher,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Giants Gaming,omen,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Giants Gaming,raze,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Giants Gaming,skye,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Giants Gaming,breach,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Split,Giants Gaming,cypher,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Natus Vincere,omen,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Natus Vincere,jett,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Natus Vincere,kayo,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Natus Vincere,fade,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Natus Vincere,sage,0,1,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Karmine Corp,omen,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Karmine Corp,raze,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Karmine Corp,breach,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Karmine Corp,killjoy,1,0,1
Champions Tour 2023: EMEA Last Chance Qualifier,All Stages,All Match Types,Ascent,Karmine Corp,sova,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,Talon Esports,killjoy,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,Talon Esports,kayo,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,Talon Esports,brimstone,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,Talon Esports,breach,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,Talon Esports,neon,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,DetonatioN FocusMe,killjoy,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,DetonatioN FocusMe,brimstone,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,DetonatioN FocusMe,breach,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,DetonatioN FocusMe,fade,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Fracture,DetonatioN FocusMe,raze,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,Talon Esports,killjoy,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,Talon Esports,kayo,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,Talon Esports,omen,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,Talon Esports,sova,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,Talon Esports,jett,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,DetonatioN FocusMe,killjoy,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,DetonatioN FocusMe,kayo,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,DetonatioN FocusMe,omen,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,DetonatioN FocusMe,sova,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Round 1,Ascent,DetonatioN FocusMe,jett,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Gen.G,jett,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Gen.G,omen,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Gen.G,skye,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Gen.G,cypher,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Gen.G,sage,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Talon Esports,omen,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Talon Esports,skye,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Talon Esports,raze,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Talon Esports,breach,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Talon Esports,cypher,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Rex Regum Qeon,jett,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Rex Regum Qeon,omen,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Rex Regum Qeon,skye,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Rex Regum Qeon,viper,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Rex Regum Qeon,raze,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Global Esports,jett,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Global Esports,skye,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Global Esports,viper,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Global Esports,raze,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Split,Global Esports,astra,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Rex Regum Qeon,jett,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Rex Regum Qeon,omen,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Rex Regum Qeon,killjoy,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Rex Regum Qeon,sova,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Rex Regum Qeon,kayo,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Global Esports,jett,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Global Esports,omen,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Global Esports,killjoy,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Global Esports,fade,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Ascent,Global Esports,phoenix,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Gen.G,jett,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Gen.G,killjoy,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Gen.G,astra,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Gen.G,kayo,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Gen.G,gekko,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Talon Esports,jett,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Talon Esports,skye,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Talon Esports,killjoy,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Talon Esports,viper,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Pearl,Talon Esports,harbor,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Gen.G,jett,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Gen.G,omen,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Gen.G,killjoy,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Gen.G,sova,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Gen.G,breach,1,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Talon Esports,jett,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Talon Esports,omen,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Talon Esports,skye,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Talon Esports,killjoy,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Quarterfinals,Haven,Talon Esports,viper,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Semifinals,Haven,ZETA DIVISION,omen,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Semifinals,Haven,ZETA DIVISION,sova,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Semifinals,Haven,ZETA DIVISION,killjoy,0,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Upper Semifinals,Haven,ZETA DIVISION,raze,0,1,1
