Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Round of 16,Bind,1,67%,33%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Quarterfinals,All Maps,9,57%,43%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Quarterfinals,Breeze,3,59%,41%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Quarterfinals,Haven,2,48%,53%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Quarterfinals,Split,2,59%,41%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Quarterfinals,Fracture,1,50%,50%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Quarterfinals,Icebox,1,71%,29%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Semifinals,All Maps,4,49%,51%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Semifinals,Breeze,1,79%,21%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Semifinals,Haven,1,50%,50%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Semifinals,Icebox,1,43%,57%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Upper Semifinals,Split,1,35%,65%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 1,All Maps,16,48%,52%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 1,Bind,3,63%,37%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 1,Breeze,3,35%,65%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 1,Icebox,3,54%,46%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 1,Split,3,39%,61%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 1,Ascent,2,33%,68%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 1,Haven,2,68%,32%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 2,All Maps,18,47%,53%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 2,Icebox,5,41%,59%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 2,Ascent,3,41%,59%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 2,Bind,3,53%,47%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 2,Breeze,3,53%,47%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 2,Fracture,2,60%,40%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 2,Split,2,40%,60%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 3,All Maps,9,46%,54%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 3,Split,3,46%,54%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 3,Ascent,2,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 3,Breeze,2,45%,55%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 3,Bind,1,52%,48%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 3,Icebox,1,26%,74%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 4,All Maps,9,45%,55%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 4,Breeze,3,46%,54%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 4,Haven,2,71%,29%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 4,Split,2,39%,61%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 4,Ascent,1,21%,79%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 4,Icebox,1,38%,63%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 5,All Maps,4,47%,53%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 5,Bind,1,38%,62%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 5,Breeze,1,39%,61%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 5,Haven,1,47%,53%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 5,Icebox,1,62%,38%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 6,All Maps,4,63%,37%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 6,Icebox,2,65%,35%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 6,Ascent,1,50%,50%
Champions Tour North America Stage 2: Challengers,Open Qualifier #2,Lower Round 6,Haven,1,79%,21%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,All Maps,104,46%,54%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Haven,26,44%,56%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Icebox,21,47%,53%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Ascent,20,44%,56%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Breeze,16,46%,54%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Bind,9,48%,52%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Split,9,46%,54%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 128,Fracture,3,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,All Maps,54,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Ascent,11,46%,54%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Haven,10,53%,47%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Split,10,54%,46%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Icebox,8,49%,51%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Breeze,6,59%,41%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Bind,5,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Round of 64,Fracture,4,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,All Maps,38,48%,52%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Bind,8,53%,47%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Haven,7,55%,45%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Breeze,6,49%,51%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Split,6,44%,56%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Icebox,5,44%,56%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Ascent,4,36%,64%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 32,Fracture,2,54%,46%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,All Maps,21,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Ascent,6,44%,56%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Breeze,5,48%,52%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Bind,4,58%,42%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Haven,3,47%,53%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Split,2,59%,41%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Round of 16,Icebox,1,71%,29%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,All Maps,10,43%,57%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Bind,4,57%,43%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Ascent,2,34%,66%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Fracture,2,40%,60%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Haven,1,29%,71%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Quarterfinals,Icebox,1,30%,70%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Semifinals,All Maps,5,49%,51%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Semifinals,Icebox,2,62%,38%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Semifinals,Ascent,1,65%,35%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Semifinals,Fracture,1,38%,63%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Upper Semifinals,Haven,1,25%,75%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,All Maps,21,49%,51%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Haven,5,61%,39%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Icebox,4,53%,47%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Split,4,48%,52%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Ascent,3,43%,57%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Fracture,3,37%,63%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Bind,1,38%,63%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 1,Breeze,1,50%,50%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,All Maps,23,54%,46%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Bind,4,67%,33%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Breeze,4,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Fracture,4,55%,45%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Ascent,3,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Haven,3,52%,48%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Split,3,51%,49%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 2,Icebox,2,45%,55%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,All Maps,10,49%,51%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,Icebox,3,54%,46%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,Bind,2,59%,41%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,Split,2,30%,70%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,Ascent,1,52%,48%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,Fracture,1,41%,59%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 3,Haven,1,62%,38%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,All Maps,9,49%,51%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Split,2,27%,73%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Bind,2,64%,36%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Ascent,1,67%,33%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Breeze,1,33%,67%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Fracture,1,79%,21%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Haven,1,59%,41%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 4,Icebox,1,46%,54%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 5,All Maps,6,64%,36%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 5,Fracture,2,57%,43%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 5,Bind,1,83%,17%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 5,Breeze,1,58%,42%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 5,Haven,1,69%,31%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 5,Split,1,63%,37%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 6,All Maps,6,43%,57%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 6,Ascent,2,40%,60%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 6,Bind,1,45%,55%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 6,Breeze,1,38%,63%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 6,Icebox,1,42%,58%
Champions Tour North America Stage 2: Challengers,Open Qualifier #1,Lower Round 6,Split,1,55%,45%
Champions Tour North America Stage 2: Challengers,All Stages,All Match Types,All Maps,685,48%,52%
Champions Tour North America Stage 2: Challengers,All Stages,All Match Types,Haven,126,51%,49%
Champions Tour North America Stage 2: Challengers,All Stages,All Match Types,Icebox,122,49%,51%
Champions Tour North America Stage 2: Challengers,All Stages,All Match Types,Ascent,112,44%,56%
Champions Tour North America Stage 2: Challengers,All Stages,All Match Types,Breeze,95,47%,53%
Champions Tour North America Stage 2: Challengers,All Stages,All Match Types,Split,93,46%,54%
Champions Tour North America Stage 2: Challengers,All Stages,All Match Types,Bind,82,52%,48%
Champions Tour North America Stage 2: Challengers,All Stages,All Match Types,Fracture,55,51%,49%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,All Maps,9,62%,38%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Breeze,2,77%,23%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Haven,2,64%,36%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Icebox,2,63%,37%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Ascent,1,57%,43%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Bind,1,45%,55%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Fracture,1,46%,54%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,All Maps,6,62%,38%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Bind,2,43%,57%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Breeze,2,67%,33%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Icebox,1,83%,17%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Split,1,67%,33%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Final,All Maps,3,47%,53%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Final,Bind,1,59%,41%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Final,Breeze,1,54%,46%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Upper Final,Split,1,29%,71%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,All Maps,6,44%,56%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Ascent,2,29%,71%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Bind,2,54%,46%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Fracture,1,53%,47%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Split,1,55%,45%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,All Maps,4,64%,36%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Ascent,1,75%,25%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Bind,1,59%,41%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Haven,1,37%,63%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Icebox,1,79%,21%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,All Maps,3,57%,43%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,Ascent,1,68%,32%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,Bind,1,59%,41%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,Icebox,1,43%,57%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Final,All Maps,3,47%,53%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Final,Ascent,1,38%,63%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Final,Breeze,1,56%,44%
Champions Tour Europe Stage 1: Challengers 1,Closed Qualifier,Lower Final,Split,1,50%,50%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 256,All Maps,246,49%,51%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 256,Ascent,60,47%,53%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 256,Icebox,51,53%,47%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 256,Haven,44,48%,52%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 256,Bind,30,45%,55%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 256,Split,28,47%,53%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 256,Breeze,23,51%,49%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 256,Fracture,10,52%,48%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 128,All Maps,138,51%,49%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 128,Icebox,33,54%,46%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 128,Ascent,30,46%,54%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 128,Haven,23,54%,46%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 128,Bind,19,45%,55%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 128,Breeze,14,58%,42%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 128,Split,14,52%,48%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 128,Fracture,5,46%,54%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 64,All Maps,72,50%,50%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 64,Icebox,17,52%,48%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 64,Bind,13,54%,46%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 64,Ascent,12,43%,57%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 64,Haven,11,49%,51%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 64,Breeze,9,47%,53%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 64,Fracture,6,49%,51%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 64,Split,4,63%,37%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 32,All Maps,39,50%,50%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 32,Ascent,8,43%,57%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 32,Haven,8,52%,48%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 32,Bind,7,56%,44%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 32,Icebox,7,43%,57%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 32,Breeze,4,59%,41%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 32,Fracture,4,47%,53%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 32,Split,1,62%,38%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 16,All Maps,18,47%,53%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 16,Haven,5,43%,57%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 16,Icebox,5,54%,46%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 16,Bind,3,48%,52%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 16,Ascent,2,44%,56%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 16,Fracture,2,38%,62%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Round of 16,Breeze,1,50%,50%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Quarterfinals,All Maps,9,64%,36%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Icebox,3,61%,39%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Ascent,2,66%,34%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Haven,2,53%,47%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Breeze,1,68%,32%
Champions Tour Europe Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Split,1,83%,17%
Champions Tour Europe Stage 1: Challengers 1,All Stages,All Match Types,All Maps,556,50%,50%
Champions Tour Europe Stage 1: Challengers 1,All Stages,All Match Types,Icebox,121,53%,47%
Champions Tour Europe Stage 1: Challengers 1,All Stages,All Match Types,Ascent,120,46%,54%
Champions Tour Europe Stage 1: Challengers 1,All Stages,All Match Types,Haven,96,50%,50%
Champions Tour Europe Stage 1: Challengers 1,All Stages,All Match Types,Bind,80,48%,52%
Champions Tour Europe Stage 1: Challengers 1,All Stages,All Match Types,Breeze,58,55%,45%
Champions Tour Europe Stage 1: Challengers 1,All Stages,All Match Types,Split,52,51%,49%
Champions Tour Europe Stage 1: Challengers 1,All Stages,All Match Types,Fracture,29,48%,52%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,All Maps,9,44%,56%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Split,3,58%,42%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Haven,3,34%,66%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Ascent,1,46%,54%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Fracture,1,33%,67%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Quarterfinals,Icebox,1,48%,52%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,All Maps,6,43%,57%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Split,2,42%,58%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Ascent,2,39%,61%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Fracture,1,56%,44%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Semifinals,Icebox,1,42%,58%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Final,All Maps,4,36%,64%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Final,Ascent,1,26%,74%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Final,Breeze,1,35%,65%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Final,Haven,1,59%,41%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Upper Final,Icebox,1,23%,77%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,All Maps,4,45%,55%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Ascent,2,41%,59%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 1,Haven,2,49%,51%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,All Maps,5,50%,50%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Ascent,1,37%,63%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Bind,1,46%,54%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Fracture,1,47%,53%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Haven,1,52%,48%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 2,Icebox,1,65%,35%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,All Maps,2,56%,44%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,Breeze,1,65%,35%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Round 3,Fracture,1,45%,55%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Final,All Maps,3,36%,64%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Final,Ascent,1,29%,71%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Final,Fracture,1,17%,83%
Champions Tour Europe Stage 1: Challengers 2,Closed Qualifier,Lower Final,Icebox,1,59%,41%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,All Maps,234,49%,51%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Ascent,59,47%,53%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Icebox,49,53%,47%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Bind,39,46%,54%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Haven,37,50%,50%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Split,24,50%,50%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Breeze,19,52%,48%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 256,Fracture,7,45%,55%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 128,All Maps,146,48%,52%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 128,Icebox,36,47%,53%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 128,Ascent,33,46%,54%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 128,Haven,24,50%,50%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 128,Bind,19,49%,51%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 128,Split,15,53%,47%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 128,Breeze,11,44%,56%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 128,Fracture,8,50%,50%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 64,All Maps,70,48%,52%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 64,Ascent,15,44%,56%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 64,Icebox,15,51%,49%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 64,Split,12,48%,52%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 64,Haven,10,54%,46%
