Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Tacolilla,Leviatán,"jett, raze",81,0.87,187.8,0.88,67%,120.7,0.64,0.16,0.21,0.21,15%,25%,1/4,19,52,59,13,17,17
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,kiNgg,Leviatán,kayo,19,1.28,209,1.17,74%,151.9,0.74,0.47,0.11,0.16,37%,,0/2,14,14,12,9,2,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,kiNgg,Leviatán,viper,62,1.14,220,1.32,79%,152.4,0.79,0.37,0.13,0.1,24%,11%,1/9,20,49,37,23,8,6
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,kiNgg,Leviatán,"viper, kayo",81,1.18,217.3,1.29,78%,152.3,0.78,0.4,0.12,0.11,27%,9%,1/11,20,63,49,32,10,9
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Shyy,Leviatán,killjoy,63,0.86,192,0.8,57%,136.7,0.63,0.25,0.06,0.08,22%,,0/7,19,40,50,16,4,5
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Shyy,Leviatán,skye,18,0.76,119,0.64,67%,102.3,0.39,0.11,0,0.06,29%,100%,1/1,7,7,11,2,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Shyy,Leviatán,"skye, killjoy",81,0.83,173.8,0.77,59%,129.1,0.58,0.22,0.05,0.07,22%,13%,1/8,19,47,61,18,4,6
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,nzr,Leviatán,raze,18,0.57,136,0.57,61%,85.5,0.44,0.06,0,0.17,15%,,0/4,8,8,14,1,0,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,nzr,Leviatán,skye,21,1.2,163,1.18,71%,117.7,0.62,0.33,0,0,28%,,0/3,13,13,11,7,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,nzr,Leviatán,sova,19,0.9,181,0.92,84%,123.7,0.63,0.32,0,0,24%,,0/5,12,12,13,6,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,nzr,Leviatán,"skye, raze, sova",81,0.9,147,0.84,77%,100,0.52,0.26,0,0.05,21%,,0/16,13,42,50,21,0,4
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Mazino,Leviatán,astra,17,1.54,284,2.5,88%,171.8,1.18,0.18,0.12,0,24%,,,20,20,8,3,2,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Mazino,Leviatán,brimstone,21,1.29,255,1.46,81%,162.9,0.9,0.38,0.1,0.05,29%,,0/4,19,19,13,8,2,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Mazino,Leviatán,"brimstone, astra",38,1.41,269.5,1.86,84%,166.9,1.03,0.29,0.11,0.03,26%,,0/4,20,39,21,11,4,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,nzr,Leviatán,breach,21,1.13,187,1.23,86%,116.2,0.76,0.52,0.05,0.05,18%,33%,1/3,16,16,13,11,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,nzr,Leviatán,raze,17,1.12,226,1.09,82%,164,0.71,0.59,0.06,0.12,14%,25%,1/4,12,12,11,10,1,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,nzr,Leviatán,"breach, raze",38,1.13,206.5,1.17,84%,137.6,0.74,0.55,0.05,0.08,16%,29%,2/7,16,28,24,21,2,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Tacolilla,Leviatán,jett,38,1.02,199,1.08,74%,128.2,0.71,0.08,0.18,0.11,20%,,,14,27,25,3,7,4
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,kiNgg,Leviatán,raze,21,0.98,183,1,67%,122.6,0.62,0.19,0.14,0.14,20%,,0/1,13,13,13,4,3,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,kiNgg,Leviatán,viper,17,1.77,333,2.75,94%,199.4,1.29,0.24,0.35,0.12,29%,67%,2/3,22,22,8,4,6,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,kiNgg,Leviatán,"viper, raze",38,1.37,258,1.67,79%,156.9,0.92,0.21,0.24,0.13,25%,50%,2/4,22,35,21,8,9,5
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Shyy,Leviatán,skye,17,1.13,170,0.91,88%,95,0.59,0.88,0,0,32%,,,10,10,11,15,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Marved,Sentinels,astra,17,0.57,149,0.44,59%,103.6,0.41,0.47,0,0.06,17%,,0/2,7,7,16,8,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Marved,Sentinels,brimstone,21,0.73,157,0.87,52%,120.5,0.62,0.19,0.05,0.14,39%,,,13,13,15,4,1,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Marved,Sentinels,"brimstone, astra",38,0.65,153,0.65,55%,112.9,0.53,0.32,0.03,0.11,26%,,0/2,13,20,31,12,1,4
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sacy,Sentinels,breach,21,0.75,114,0.53,76%,80.4,0.38,0.33,0.05,0.1,17%,,0/3,8,8,15,7,1,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sacy,Sentinels,skye,17,0.47,103,0.41,59%,61,0.41,0.53,0.06,0.18,28%,,0/4,7,7,17,9,1,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sacy,Sentinels,"skye, breach",38,0.61,108.5,0.47,68%,71.7,0.39,0.42,0.05,0.13,21%,,0/7,8,15,32,16,2,5
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,TenZ,Sentinels,jett,17,0.77,177,0.67,47%,118.5,0.59,0.18,0,0.12,29%,100%,1/1,10,10,15,3,0,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,zekken,Sentinels,raze,38,0.8,214.5,0.79,68%,145.7,0.68,0.24,0.13,0.21,19%,22%,2/9,13,26,33,9,5,8
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,pANcada,Sentinels,viper,17,0.76,212,0.8,65%,140.1,0.71,0.18,0.06,0.12,23%,,0/4,12,12,15,3,1,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Mazino,Leviatán,astra,47,1.08,188,1.14,68%,126.1,0.68,0.26,0.13,0.06,21%,20%,1/5,17,32,28,12,6,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Mazino,Leviatán,harbor,42,1.21,241,1.33,79%,149.2,0.86,0.4,0.05,0.12,27%,40%,2/5,26,36,27,17,2,5
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Mazino,Leviatán,omen,20,0.94,236,1,75%,160.2,0.85,0.3,0.05,0,29%,,0/2,17,17,17,6,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Mazino,Leviatán,"harbor, astra, omen",109,1.1,218.8,1.18,73%,141.3,0.78,0.32,0.08,0.07,25%,25%,3/12,26,85,72,35,9,8
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,kiNgg,Leviatán,breach,23,0.91,134,0.69,87%,86.9,0.39,0.61,0,0.04,13%,,,9,9,13,14,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,kiNgg,Leviatán,viper,66,1.06,227.3,1.04,80%,154.9,0.76,0.42,0.09,0.11,30%,,0/5,22,50,48,28,6,7
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,kiNgg,Leviatán,"viper, breach",109,1.13,212.8,1.1,83%,140,0.71,0.51,0.08,0.07,29%,,0/7,22,77,70,56,9,8
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Tacolilla,Leviatán,jett,69,0.96,210.3,1.02,72%,139.1,0.75,0.19,0.16,0.14,18%,,0/1,18,52,51,13,11,10
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Tacolilla,Leviatán,raze,20,1.06,251,0.88,85%,161.5,0.75,0.2,0.4,0.25,23%,,0/1,15,15,17,4,8,5
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Tacolilla,Leviatán,"jett, raze",109,0.97,205.2,0.96,74%,135.2,0.71,0.18,0.22,0.17,19%,,0/3,18,77,80,20,24,19
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Shyy,Leviatán,killjoy,65,1.21,242,1.43,77%,169.5,0.92,0.17,0.08,0.06,22%,9%,1/11,32,60,42,11,5,4
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Shyy,Leviatán,skye,44,1.02,160.5,1,80%,105.7,0.57,0.48,0.09,0.02,31%,,0/6,14,25,25,21,4,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Shyy,Leviatán,"skye, killjoy",109,1.13,209.4,1.27,78%,143.7,0.78,0.29,0.08,0.05,24%,6%,1/17,32,85,67,32,9,5
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,nzr,Leviatán,raze,44,1.17,250.5,1.39,77%,169.5,0.89,0.2,0.25,0.07,20%,,0/1,24,39,28,9,11,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,nzr,Leviatán,skye,22,1.07,178,0.92,82%,122.9,0.55,0.73,0.05,0,19%,,0/6,12,12,13,16,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,nzr,Leviatán,sova,23,1.25,213,1.8,91%,139.9,0.78,0.22,0.04,0.04,21%,,0/2,18,18,10,5,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,nzr,Leviatán,"skye, raze, sova",109,1.16,219,1.33,83%,144.3,0.77,0.33,0.13,0.04,21%,,0/15,24,84,63,36,14,4
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,jakee,Cloud9,astra,64,0.92,189.3,1,72%,124.3,0.72,0.13,0.05,0.13,31%,50%,3/6,23,46,46,8,3,8
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,jakee,Cloud9,omen,23,0.83,173,0.6,74%,127.8,0.52,0.52,0.09,0.04,23%,50%,1/2,12,12,20,12,2,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,jakee,Cloud9,viper,22,1.12,233,1.13,77%,140.3,0.82,0.36,0.05,0.05,24%,60%,3/5,18,18,16,8,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,jakee,Cloud9,"astra, viper, omen",109,0.95,194.8,0.93,73%,128.3,0.7,0.26,0.06,0.09,28%,54%,7/13,23,76,82,28,6,10
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Zellsis,Cloud9,breach,23,1.02,179,1,70%,105,0.7,0.3,0.04,0.04,21%,50%,1/2,16,16,16,7,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Zellsis,Cloud9,cypher,24,0.83,155,0.82,63%,94.8,0.58,0.04,0.04,0.08,24%,33%,1/3,14,14,17,1,1,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Zellsis,Cloud9,harbor,22,1.09,158,0.93,77%,111.1,0.59,0.36,0.09,0.09,24%,50%,2/4,13,13,14,8,2,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Zellsis,Cloud9,killjoy,20,1.23,204,1.36,85%,137.5,0.75,0.35,0.1,0.15,14%,25%,1/4,15,15,11,7,2,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Zellsis,Cloud9,viper,20,0.92,151,0.85,60%,111.1,0.55,0.15,0,0,16%,20%,1/5,11,11,13,3,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Zellsis,Cloud9,"viper, harbor, killjoy, cypher, breach",109,1.02,169.4,0.97,71%,111.1,0.63,0.24,0.06,0.07,19%,33%,6/18,16,69,71,26,6,8
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,runi,Cloud9,breach,24,0.85,145,0.65,75%,88.4,0.46,0.5,0.04,0,40%,,0/5,11,11,17,12,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,runi,Cloud9,cypher,20,0.66,125,0.56,55%,93.1,0.45,0.15,0,0,21%,,0/5,9,9,16,3,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,runi,Cloud9,killjoy,22,0.85,160,0.71,64%,110.3,0.55,0.09,0,0.05,16%,33%,2/6,12,12,17,2,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,runi,Cloud9,sova,23,0.91,196,1,61%,123.4,0.74,0.17,0.04,0.09,37%,,0/2,17,17,17,4,1,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,runi,Cloud9,viper,20,1.1,212,1.25,75%,133.7,0.75,0.4,0.1,0.05,27%,50%,1/2,15,15,12,8,2,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,runi,Cloud9,"viper, sova, killjoy, cypher, breach",109,0.87,167.6,0.81,66%,109.4,0.59,0.27,0.04,0.04,26%,15%,3/20,17,64,79,29,4,4
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,leaf,Cloud9,jett,45,0.9,224.5,0.9,56%,139.9,0.78,0.16,0.27,0.29,26%,,0/5,19,35,39,7,12,13
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,leaf,Cloud9,raze,40,0.67,194,0.69,55%,129.6,0.6,0.15,0.18,0.3,20%,,0/4,15,24,35,6,7,12
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,leaf,Cloud9,skye,24,0.8,198,0.78,75%,133.5,0.58,0.25,0.13,0.29,21%,,0/2,14,14,18,6,3,7
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,leaf,Cloud9,"skye, jett, raze",109,0.79,207,0.79,60%,134.7,0.67,0.17,0.2,0.29,23%,,0/11,19,73,92,19,22,32
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Xeppaa,Cloud9,killjoy,23,0.74,158,0.6,65%,110.9,0.52,0.22,0.09,0.13,19%,,0/5,12,12,20,5,2,3
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Xeppaa,Cloud9,raze,24,0.67,167,0.68,63%,116.3,0.54,0.04,0.08,0.25,12%,,0/2,13,13,19,1,2,6
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Xeppaa,Cloud9,skye,62,1.1,203.3,1,79%,128.5,0.73,0.55,0.03,0.03,20%,,0/2,17,45,45,34,2,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Xeppaa,Cloud9,"skye, killjoy, raze",109,0.94,187,0.83,72%,122.1,0.64,0.37,0.06,0.1,18%,,0/9,17,70,84,40,6,11
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Melser,KRÜ Esports,astra,81,1.25,202.3,1.39,89%,126.5,0.75,0.32,0.09,0.09,31%,33%,3/9,18,61,44,26,7,7
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Melser,KRÜ Esports,brimstone,44,1.18,242,1.16,77%,153.4,0.82,0.36,0.16,0.11,37%,,0/1,19,36,31,16,7,5
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Melser,KRÜ Esports,harbor,38,1.17,211,1.3,66%,138.1,0.79,0.32,0.08,0.08,32%,,0/3,19,30,23,12,3,3
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Melser,KRÜ Esports,omen,117,1.02,191.3,1.09,74%,122.9,0.72,0.25,0.09,0.08,30%,20%,3/15,18,84,77,29,11,9
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Melser,KRÜ Esports,"brimstone, harbor, astra, omen",280,1.13,204.5,1.21,78%,130.8,0.75,0.3,0.1,0.09,32%,21%,6/28,19,211,175,83,28,24
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,DaveeyS,KRÜ Esports,chamber,81,1.04,161.5,1.19,72%,105.7,0.63,0.06,0.14,0.1,37%,25%,3/12,16,51,43,5,11,8
