Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,Haven,1,37%,63%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,Split,1,61%,39%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,All Maps,6,45%,55%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Split,2,43%,57%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Ascent,1,43%,57%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Bind,1,50%,50%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Breeze,1,61%,39%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Haven,1,32%,68%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,All Maps,6,44%,56%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Ascent,2,51%,49%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Haven,2,43%,57%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Bind,1,30%,70%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Split,1,48%,52%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 3,All Maps,2,45%,55%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 3,Ascent,1,54%,46%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 3,Haven,1,35%,65%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,All Maps,5,49%,51%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,Ascent,1,48%,52%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,Breeze,1,43%,57%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,Haven,1,72%,28%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,Icebox,1,43%,57%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,Split,1,39%,61%
Champions Tour North America Stage 3: Challengers Playoffs,All Stages,All Match Types,All Maps,39,49%,51%
Champions Tour North America Stage 3: Challengers Playoffs,All Stages,All Match Types,Haven,12,50%,50%
Champions Tour North America Stage 3: Challengers Playoffs,All Stages,All Match Types,Ascent,8,49%,51%
Champions Tour North America Stage 3: Challengers Playoffs,All Stages,All Match Types,Split,7,46%,54%
Champions Tour North America Stage 3: Challengers Playoffs,All Stages,All Match Types,Breeze,6,51%,49%
Champions Tour North America Stage 3: Challengers Playoffs,All Stages,All Match Types,Bind,4,45%,55%
Champions Tour North America Stage 3: Challengers Playoffs,All Stages,All Match Types,Icebox,2,44%,56%
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,All Maps,9,51%,49%
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Ascent,3,45%,55%
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Icebox,2,60%,40%
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Bind,1,63%,38%
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Breeze,1,61%,39%
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Haven,1,59%,41%
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Split,1,25%,75%
Oceania Tour: Stage 03,Finals,Upper Semifinals,All Maps,4,53%,47%
Oceania Tour: Stage 03,Finals,Upper Semifinals,Breeze,1,50%,50%
Oceania Tour: Stage 03,Finals,Upper Semifinals,Haven,1,33%,67%
Oceania Tour: Stage 03,Finals,Upper Semifinals,Icebox,1,59%,41%
Oceania Tour: Stage 03,Finals,Upper Semifinals,Split,1,62%,38%
Oceania Tour: Stage 03,Finals,Upper Final,All Maps,2,57%,43%
Oceania Tour: Stage 03,Finals,Upper Final,Bind,1,50%,50%
Oceania Tour: Stage 03,Finals,Upper Final,Icebox,1,67%,33%
Oceania Tour: Stage 03,Finals,Grand Final,All Maps,4,59%,41%
Oceania Tour: Stage 03,Finals,Grand Final,Ascent,1,31%,69%
Oceania Tour: Stage 03,Finals,Grand Final,Bind,1,79%,21%
Oceania Tour: Stage 03,Finals,Grand Final,Breeze,1,58%,42%
Oceania Tour: Stage 03,Finals,Grand Final,Icebox,1,67%,33%
Oceania Tour: Stage 03,Finals,Lower Round 1,All Maps,4,55%,45%
Oceania Tour: Stage 03,Finals,Lower Round 1,Ascent,1,63%,38%
Oceania Tour: Stage 03,Finals,Lower Round 1,Bind,1,29%,71%
Oceania Tour: Stage 03,Finals,Lower Round 1,Haven,1,79%,21%
Oceania Tour: Stage 03,Finals,Lower Round 1,Split,1,61%,39%
Oceania Tour: Stage 03,Finals,Lower Round 2,All Maps,5,40%,60%
Oceania Tour: Stage 03,Finals,Lower Round 2,Ascent,2,40%,60%
Oceania Tour: Stage 03,Finals,Lower Round 2,Breeze,2,31%,69%
Oceania Tour: Stage 03,Finals,Lower Round 2,Icebox,1,57%,43%
Oceania Tour: Stage 03,Finals,Lower Round 3,All Maps,3,56%,44%
Oceania Tour: Stage 03,Finals,Lower Round 3,Ascent,1,47%,53%
Oceania Tour: Stage 03,Finals,Lower Round 3,Icebox,1,63%,38%
Oceania Tour: Stage 03,Finals,Lower Round 3,Split,1,58%,42%
Oceania Tour: Stage 03,Finals,Lower Final,All Maps,3,51%,49%
Oceania Tour: Stage 03,Finals,Lower Final,Ascent,1,62%,38%
Oceania Tour: Stage 03,Finals,Lower Final,Haven,1,50%,50%
Oceania Tour: Stage 03,Finals,Lower Final,Icebox,1,39%,61%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,All Maps,4,58%,43%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,Ascent,1,47%,53%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,Bind,1,65%,35%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,Breeze,1,43%,57%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,Icebox,1,75%,25%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,All Maps,4,64%,36%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,Ascent,1,71%,29%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,Breeze,1,61%,39%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,Haven,1,65%,35%
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,Icebox,1,57%,43%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,All Maps,5,49%,51%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,Haven,2,53%,47%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,Icebox,2,57%,43%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,Ascent,1,29%,71%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,All Maps,5,56%,44%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Ascent,2,71%,29%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Breeze,1,61%,39%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Haven,1,29%,71%
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Icebox,1,50%,50%
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,All Maps,17,45%,55%
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Ascent,7,45%,55%
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Haven,4,39%,61%
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Icebox,4,55%,45%
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Bind,1,50%,50%
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Split,1,21%,79%
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,All Maps,10,54%,46%
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Bind,3,60%,40%
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Haven,3,38%,62%
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Ascent,2,69%,31%
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Icebox,1,67%,33%
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Split,1,33%,67%
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,All Maps,5,56%,44%
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Icebox,2,54%,46%
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Ascent,1,67%,33%
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Haven,1,50%,50%
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Split,1,55%,45%
Oceania Tour: Stage 03,Open Qualifier #2,Grand Finals,All Maps,3,36%,64%
Oceania Tour: Stage 03,Open Qualifier #2,Grand Finals,Ascent,1,24%,76%
Oceania Tour: Stage 03,Open Qualifier #2,Grand Finals,Bind,1,38%,63%
Oceania Tour: Stage 03,Open Qualifier #2,Grand Finals,Split,1,46%,54%
Oceania Tour: Stage 03,Open Qualifier #2,Consolation Final,All Maps,2,56%,44%
Oceania Tour: Stage 03,Open Qualifier #2,Consolation Final,Ascent,1,63%,38%
Oceania Tour: Stage 03,Open Qualifier #2,Consolation Final,Haven,1,50%,50%
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Quarterfinals,All Maps,4,48%,52%
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Quarterfinals,Bind,2,46%,54%
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Quarterfinals,Breeze,1,45%,55%
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Quarterfinals,Haven,1,55%,45%
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Semifinals,All Maps,4,45%,55%
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Semifinals,Icebox,2,41%,59%
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Semifinals,Haven,1,50%,50%
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Semifinals,Split,1,48%,52%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,All Maps,4,47%,53%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,Ascent,1,48%,52%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,Bind,1,67%,33%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,Haven,1,29%,71%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,Icebox,1,52%,48%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,All Maps,6,47%,53%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,Ascent,2,40%,60%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,Haven,2,41%,59%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,Icebox,1,57%,43%
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,Split,1,65%,35%
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,All Maps,20,42%,58%
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Haven,6,41%,59%
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Ascent,5,35%,65%
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Bind,4,47%,53%
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Split,3,42%,58%
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Icebox,2,55%,45%
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,All Maps,9,54%,46%
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Haven,3,62%,38%
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Breeze,2,37%,63%
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Split,2,56%,44%
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Ascent,1,63%,38%
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Bind,1,59%,41%
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,All Maps,5,46%,54%
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Haven,2,61%,39%
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Ascent,1,33%,67%
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Bind,1,55%,45%
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Icebox,1,32%,68%
Oceania Tour: Stage 03,Open Qualifier #1,3rd Place Match,All Maps,2,52%,48%
Oceania Tour: Stage 03,Open Qualifier #1,3rd Place Match,Split,1,65%,35%
Oceania Tour: Stage 03,Open Qualifier #1,3rd Place Match,Haven,1,38%,62%
Oceania Tour: Stage 03,Open Qualifier #1,Grand Final,All Maps,2,67%,33%
Oceania Tour: Stage 03,Open Qualifier #1,Grand Final,Bind,1,39%,61%
Oceania Tour: Stage 03,Open Qualifier #1,Grand Final,Haven,1,88%,13%
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,All Maps,5,58%,42%
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,Haven,2,64%,36%
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,Bind,1,57%,43%
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,Breeze,1,43%,57%
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,Icebox,1,62%,38%
Oceania Tour: Stage 03,Open Qualifier #1,5th-6th Decider Match,All Maps,2,48%,52%
Oceania Tour: Stage 03,Open Qualifier #1,5th-6th Decider Match,Haven,1,39%,61%
Oceania Tour: Stage 03,Open Qualifier #1,5th-6th Decider Match,Icebox,1,54%,46%
Oceania Tour: Stage 03,Open Qualifier #1,7th-8th Decider Match,All Maps,3,44%,56%
Oceania Tour: Stage 03,Open Qualifier #1,7th-8th Decider Match,Ascent,1,52%,48%
Oceania Tour: Stage 03,Open Qualifier #1,7th-8th Decider Match,Bind,1,50%,50%
Oceania Tour: Stage 03,Open Qualifier #1,7th-8th Decider Match,Haven,1,26%,74%
Oceania Tour: Stage 03,All Stages,All Match Types,All Maps,155,50%,50%
Oceania Tour: Stage 03,All Stages,All Match Types,Haven,39,48%,52%
Oceania Tour: Stage 03,All Stages,All Match Types,Ascent,37,48%,52%
Oceania Tour: Stage 03,All Stages,All Match Types,Icebox,29,55%,45%
Oceania Tour: Stage 03,All Stages,All Match Types,Bind,22,52%,48%
Oceania Tour: Stage 03,All Stages,All Match Types,Split,16,49%,51%
Oceania Tour: Stage 03,All Stages,All Match Types,Breeze,12,47%,53%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,All Maps,8,51%,49%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Ascent,2,31%,69%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Bind,2,62%,38%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Split,2,49%,51%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Haven,1,75%,25%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Icebox,1,47%,53%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,All Maps,5,58%,42%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Ascent,2,64%,36%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Bind,1,72%,28%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Haven,1,50%,50%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Icebox,1,33%,67%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Final,All Maps,2,43%,57%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Final,Split,1,22%,78%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Upper Final,Breeze,1,63%,38%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Grand Final,All Maps,5,47%,53%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Grand Final,Ascent,1,48%,52%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Grand Final,Breeze,1,55%,45%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Grand Final,Haven,1,43%,57%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Grand Final,Icebox,1,45%,55%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Grand Final,Split,1,45%,55%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 1,All Maps,5,50%,50%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Ascent,2,49%,51%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Bind,1,67%,33%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Haven,1,54%,46%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Icebox,1,29%,71%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 2,All Maps,4,40%,60%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Ascent,1,38%,63%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Bind,1,32%,68%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Haven,1,33%,67%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Icebox,1,58%,42%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 3,All Maps,2,44%,56%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 3,Bind,1,29%,71%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Round 3,Haven,1,58%,42%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Final,All Maps,2,51%,49%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Final,Ascent,1,63%,38%
Champions Tour Japan Stage 3: Challengers Playoffs,Main Event,Lower Final,Bind,1,37%,63%
Champions Tour Japan Stage 3: Challengers Playoffs,All Stages,All Match Types,All Maps,33,49%,51%
Champions Tour Japan Stage 3: Challengers Playoffs,All Stages,All Match Types,Ascent,9,49%,51%
Champions Tour Japan Stage 3: Challengers Playoffs,All Stages,All Match Types,Bind,7,51%,49%
Champions Tour Japan Stage 3: Challengers Playoffs,All Stages,All Match Types,Haven,6,53%,47%
Champions Tour Japan Stage 3: Challengers Playoffs,All Stages,All Match Types,Icebox,5,42%,58%
Champions Tour Japan Stage 3: Challengers Playoffs,All Stages,All Match Types,Split,4,40%,60%
Champions Tour Japan Stage 3: Challengers Playoffs,All Stages,All Match Types,Breeze,2,59%,41%
Champions Tour Korea Stage 3: Challengers,Playoffs,Quarterfinals,All Maps,9,56%,44%
Champions Tour Korea Stage 3: Challengers,Playoffs,Quarterfinals,Bind,2,44%,56%
Champions Tour Korea Stage 3: Challengers,Playoffs,Quarterfinals,Breeze,2,49%,51%
Champions Tour Korea Stage 3: Challengers,Playoffs,Quarterfinals,Haven,2,68%,32%
Champions Tour Korea Stage 3: Challengers,Playoffs,Quarterfinals,Split,2,56%,44%
Champions Tour Korea Stage 3: Challengers,Playoffs,Quarterfinals,Ascent,1,67%,33%
Champions Tour Korea Stage 3: Challengers,Playoffs,Semifinals,All Maps,5,51%,49%
Champions Tour Korea Stage 3: Challengers,Playoffs,Semifinals,Bind,2,50%,50%
Champions Tour Korea Stage 3: Challengers,Playoffs,Semifinals,Ascent,1,65%,35%
Champions Tour Korea Stage 3: Challengers,Playoffs,Semifinals,Haven,1,32%,68%
Champions Tour Korea Stage 3: Challengers,Playoffs,Semifinals,Split,1,58%,42%
Champions Tour Korea Stage 3: Challengers,Playoffs,Grand Final,All Maps,4,56%,44%
Champions Tour Korea Stage 3: Challengers,Playoffs,Grand Final,Ascent,1,61%,39%
Champions Tour Korea Stage 3: Challengers,Playoffs,Grand Final,Bind,1,50%,50%
Champions Tour Korea Stage 3: Challengers,Playoffs,Grand Final,Icebox,1,21%,79%
Champions Tour Korea Stage 3: Challengers,Playoffs,Grand Final,Split,1,77%,23%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (A),All Maps,4,59%,41%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (A),Ascent,1,59%,41%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (A),Bind,1,93%,7%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (A),Haven,1,43%,57%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Opening (A),Split,1,50%,50%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),All Maps,2,60%,40%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),Split,1,57%,43%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Winner's (A),Bind,1,63%,38%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Elimination (A),All Maps,3,52%,48%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Elimination (A),Breeze,1,53%,47%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Elimination (A),Haven,1,65%,35%
Champions Tour Korea Stage 3: Challengers,Group Stage (Main),Elimination (A),Icebox,1,33%,67%
