Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agent,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuse
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,NRG Esports,FiNESSE,killjoy,1,,1,,,,,,,45,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,NRG Esports,s0m,viper,4,2,,,1,1,,,,94,0,2
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,Sentinels,TenZ,jett,1,,,,,1,,,,45,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,Sentinels,Sacy,viper,2,,,,,,,,,35,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,Sentinels,pANcada,killjoy,3,1,,,1,,,,,87,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,Sentinels,dephh,harbor,,,,,,,,,,28,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,Sentinels,zekken,sova,2,,,,,,,,,62,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,MIBR,frz,killjoy,7,1,1,,1,,1,,,52,1,3
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,MIBR,murizzz,kayo,7,3,2,,1,,,,,60,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,MIBR,RgLMeister,omen,9,,,,1,,,,,37,11,5
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,MIBR,heat,jett,7,7,2,,,,,,,57,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,MIBR,jzz,sova,11,3,1,,,1,,,,50,8,2
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,KRÜ Esports,NagZ,killjoy,8,2,,,1,,,,,52,3,2
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,KRÜ Esports,Melser,omen,11,3,,,2,,,,,48,5,2
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,KRÜ Esports,keznit,jett,11,6,,,1,,,,1,55,0,3
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,KRÜ Esports,Klaus,sova,5,,,,,,,,,37,14,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,All Maps,KRÜ Esports,DaveeyS,kayo,10,5,,,2,,,,,50,9,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,MIBR,frz,killjoy,2,,,,,,,,,51,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,MIBR,murizzz,kayo,2,1,,,1,,,,,40,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,MIBR,RgLMeister,omen,5,,,,1,,,,,45,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,MIBR,heat,jett,3,3,,,,,,,,53,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,MIBR,jzz,sova,4,,1,,,,,,,46,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,KRÜ Esports,NagZ,killjoy,1,,,,1,,,,,44,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,KRÜ Esports,Melser,omen,2,2,,,,,,,,58,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,KRÜ Esports,keznit,jett,5,,,,,,,,,40,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,KRÜ Esports,Klaus,sova,3,,,,,,,,,45,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,KRÜ Esports,DaveeyS,kayo,6,3,,,2,,,,,77,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,MIBR,frz,killjoy,2,1,,,1,,,,,57,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,MIBR,murizzz,viper,2,1,,,,,,,,73,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,MIBR,RgLMeister,omen,2,,,,,,,,,25,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,MIBR,heat,raze,3,2,,,,,,,,62,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,MIBR,jzz,skye,5,2,,,,,,,,61,6,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,KRÜ Esports,NagZ,killjoy,3,2,,,,,,,,58,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,KRÜ Esports,Melser,omen,5,1,,,2,,,,,49,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,KRÜ Esports,keznit,raze,,3,,,1,,,,,62,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,KRÜ Esports,Klaus,gekko,2,,,,,,,,,38,9,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,KRÜ Esports,DaveeyS,skye,2,1,,,,,,,,36,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,MIBR,frz,killjoy,3,,1,,,,1,,,47,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,MIBR,murizzz,viper,3,1,2,,,,,,,68,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,MIBR,RgLMeister,harbor,2,,,,,,,,,40,8,4
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,MIBR,heat,jett,1,2,2,,,,,,,55,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,MIBR,jzz,skye,2,1,,,,1,,,,44,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,KRÜ Esports,NagZ,killjoy,4,,,,,,,,,53,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,KRÜ Esports,Melser,viper,4,,,,,,,,,36,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,KRÜ Esports,keznit,jett,6,3,,,,,,,1,64,0,2
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,KRÜ Esports,Klaus,skye,,,,,,,,,,27,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,KRÜ Esports,DaveeyS,harbor,2,1,,,,,,,,37,8,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,Evil Geniuses,Boostio,killjoy,8,,,,,,,,,53,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,Evil Geniuses,C0M,sova,,,,,2,,,,,28,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,Evil Geniuses,BcJ,omen,2,1,,,,1,,,,51,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,Evil Geniuses,jawgemo,jett,1,,1,,,1,,,,35,3,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,Evil Geniuses,Ethan,breach,6,,1,,,,,,,56,5,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,Evil Geniuses,Demon1,jett,2,1,,,,,,,,59,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,100 Thieves,Asuna,gekko,6,1,,,,,,,,47,12,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,100 Thieves,stellar,killjoy,9,1,,,,,,,,72,2,3
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,100 Thieves,Derrek,sova,8,1,,,,,,,,65,4,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,100 Thieves,bang,omen,7,3,1,,2,,1,,,78,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,All Maps,100 Thieves,Cryocells,jett,3,4,,,,,,,,50,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,Evil Geniuses,Boostio,killjoy,3,,,,,,,,,49,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,Evil Geniuses,C0M,sova,,,,,1,,,,,26,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,Evil Geniuses,BcJ,omen,2,1,,,,1,,,,51,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,Evil Geniuses,jawgemo,jett,1,,1,,,1,,,,40,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,Evil Geniuses,Ethan,breach,3,,,,,,,,,47,4,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,100 Thieves,Asuna,gekko,3,1,,,,,,,,37,4,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,100 Thieves,stellar,killjoy,4,1,,,,,,,,75,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,100 Thieves,Derrek,sova,3,1,,,,,,,,64,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,100 Thieves,bang,omen,3,1,,,,,,,,55,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,100 Thieves,Cryocells,jett,3,4,,,,,,,,66,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,Evil Geniuses,Boostio,killjoy,5,,,,,,,,,57,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,Evil Geniuses,C0M,viper,,,,,1,,,,,29,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,Evil Geniuses,jawgemo,harbor,,,,,,,,,,30,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,Evil Geniuses,Ethan,skye,3,,1,,,,,,,64,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,Evil Geniuses,Demon1,jett,2,1,,,,,,,,59,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,100 Thieves,Asuna,sage,3,,,,,,,,,57,8,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,100 Thieves,stellar,killjoy,5,,,,,,,,,68,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,100 Thieves,Derrek,sova,5,,,,,,,,,66,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,100 Thieves,bang,viper,4,2,1,,2,,1,,,100,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,100 Thieves,Cryocells,omen,,,,,,,,,,33,0,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,Cloud9,Zellsis,killjoy,8,1,,,2,1,,,,50,3,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,Cloud9,Xeppaa,skye,3,3,,,1,,,,,53,7,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,Cloud9,leaf,neon,3,6,,,1,,,,,63,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,Cloud9,jakee,omen,3,3,,,,,,,,50,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,Cloud9,runi,viper,6,1,,,1,,,,,55,5,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,100 Thieves,Asuna,breach,3,1,,1,,1,,,,51,6,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,100 Thieves,stellar,killjoy,4,2,,1,,1,,,,48,0,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,100 Thieves,Derrek,skye,7,1,1,,,,,,,56,3,3
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,100 Thieves,bang,omen,5,2,,,,,,,,45,2,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,All Maps,100 Thieves,Cryocells,jett,5,1,,,,,,,,47,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,Cloud9,Zellsis,killjoy,4,1,,,,,,,,57,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,Cloud9,Xeppaa,skye,1,,,,1,,,,,46,4,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,Cloud9,leaf,neon,1,2,,,,,,,,59,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,Cloud9,jakee,omen,2,2,,,,,,,,58,0,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,Cloud9,runi,viper,3,1,,,,,,,,70,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,100 Thieves,Asuna,breach,2,,,,,,,,,38,5,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,100 Thieves,stellar,killjoy,2,,,,,,,,,48,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,100 Thieves,Derrek,skye,4,,,,,,,,,53,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,100 Thieves,bang,omen,2,1,,,,,,,,45,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,100 Thieves,Cryocells,jett,1,,,,,,,,,49,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,Cloud9,Zellsis,killjoy,4,,,,2,1,,,,43,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,Cloud9,Xeppaa,kayo,2,3,,,,,,,,59,3,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,Cloud9,leaf,jett,2,4,,,1,,,,,67,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,Cloud9,jakee,omen,1,1,,,,,,,,41,2,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,Cloud9,runi,sova,3,,,,1,,,,,40,3,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,100 Thieves,Asuna,kayo,1,1,,1,,1,,,,63,1,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,100 Thieves,stellar,viper,2,2,,1,,1,,,,48,0,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,100 Thieves,Derrek,sova,3,1,1,,,,,,,58,1,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,100 Thieves,bang,omen,3,1,,,,,,,,44,2,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,100 Thieves,Cryocells,jett,4,1,,,,,,,,45,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,NRG Esports,crashies,sova,11,3,1,,3,2,,,,47,3,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,NRG Esports,ardiis,sage,12,3,,,,,,,,46,7,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,NRG Esports,Victor,kayo,10,3,1,1,2,3,,,,48,3,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,NRG Esports,FiNESSE,killjoy,6,,,,1,,,,,38,5,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,NRG Esports,s0m,viper,13,3,,,3,2,,,,40,13,4
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,MIBR,frz,killjoy,8,4,,,1,,,,,49,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,MIBR,murizzz,viper,10,6,,,1,,,,,59,2,2
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,MIBR,RgLMeister,harbor,17,1,,,2,,,,,47,21,3
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,MIBR,heat,jett,17,1,,,1,,,,,49,1,2
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,All Maps,MIBR,jzz,sova,13,4,2,,,,,,,48,4,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,NRG Esports,crashies,sova,2,,,,,,,,,45,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,NRG Esports,ardiis,sage,3,1,,,,,,,,45,7,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,NRG Esports,Victor,kayo,,2,,,,1,,,,44,2,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,NRG Esports,FiNESSE,killjoy,1,,,,1,,,,,46,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,NRG Esports,s0m,viper,6,1,,,1,1,,,,49,0,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,MIBR,frz,killjoy,1,1,,,1,,,,,33,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,MIBR,murizzz,viper,4,1,,,,,,,,74,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,MIBR,RgLMeister,harbor,4,1,,,1,,,,,55,7,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,MIBR,heat,jett,7,,,,,,,,,68,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,MIBR,jzz,sova,7,,,,,,,,,47,0,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,NRG Esports,crashies,killjoy,6,1,,,1,1,,,,52,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,NRG Esports,ardiis,raze,4,2,,,,,,,,50,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,NRG Esports,Victor,viper,3,,,1,2,1,,,,38,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,NRG Esports,FiNESSE,skye,3,,,,,,,,,37,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,NRG Esports,s0m,harbor,4,1,,,2,,,,,36,10,2
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,MIBR,frz,killjoy,3,1,,,,,,,,50,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,MIBR,murizzz,viper,3,2,,,,,,,,54,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,MIBR,RgLMeister,harbor,4,,,,,,,,,40,11,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,MIBR,heat,jett,5,1,,,1,,,,,38,0,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,MIBR,jzz,skye,5,2,1,,,,,,,64,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,NRG Esports,crashies,skye,3,2,1,,2,1,,,,44,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,NRG Esports,ardiis,killjoy,5,,,,,,,,,44,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,NRG Esports,Victor,raze,7,1,1,,,1,,,,61,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,NRG Esports,FiNESSE,breach,2,,,,,,,,,32,4,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,NRG Esports,s0m,astra,3,1,,,,1,,,,36,3,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,MIBR,frz,killjoy,4,2,,,,,,,,63,2,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,MIBR,murizzz,viper,3,3,,,1,,,,,49,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,MIBR,RgLMeister,astra,9,,,,1,,,,,46,3,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,MIBR,heat,raze,5,,,,,,,,,41,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,MIBR,jzz,skye,1,2,1,,,,,,,32,4,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Leviatán,nzr,raze,10,1,,,2,,,,,53,3,3
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Leviatán,Tacolilla,jett,11,3,,,1,,,,,52,0,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Leviatán,Mazino,astra,16,2,1,,,,,,,55,8,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Leviatán,kiNgg,viper,8,2,,,1,1,,,,57,2,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Leviatán,Shyy,skye,8,,2,,,,,,,49,9,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Sentinels,TenZ,sage,7,1,1,,,,,,,40,3,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Sentinels,Sacy,viper,5,3,,,,,,,,36,4,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Sentinels,pANcada,astra,10,2,,,,1,,,,47,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Sentinels,dephh,skye,9,1,1,1,,,,1,,49,13,2
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,All Maps,Sentinels,zekken,raze,12,5,1,,,2,,,,69,4,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Leviatán,nzr,raze,4,,,,,,,,,49,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Leviatán,Tacolilla,jett,4,,,,,,,,,43,0,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Leviatán,Mazino,astra,5,1,,,,,,,,52,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Leviatán,kiNgg,viper,3,2,,,1,1,,,,53,1,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Leviatán,Shyy,skye,3,,1,,,,,,,35,9,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Sentinels,TenZ,sage,5,1,,,,,,,,50,3,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Sentinels,Sacy,viper,2,,,,,,,,,36,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Sentinels,pANcada,astra,4,1,,,,,,,,48,1,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Sentinels,dephh,skye,4,,,1,,,,1,,42,2,0
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split,Sentinels,zekken,raze,5,1,,,,,,,,66,0,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Ascent,Leviatán,nzr,sova,5,1,,,2,,,,,67,3,1
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Ascent,Leviatán,Tacolilla,jett,2,2,,,,,,,,57,0,0
