Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Haven,Four Angry Men,$$ (won),3,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Haven,Four Angry Men,$$$ (won),9,8
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Gank Gaming,Pistol Won,,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Gank Gaming,Eco (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Gank Gaming,$ (won),0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Gank Gaming,$$ (won),9,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Gank Gaming,$$$ (won),22,11
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Four Angry Men,Pistol Won,,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Four Angry Men,Eco (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Four Angry Men,$ (won),0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Four Angry Men,$$ (won),7,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Four Angry Men,$$$ (won),24,15
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Gank Gaming,Pistol Won,,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Gank Gaming,Eco (won),8,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Gank Gaming,$ (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Gank Gaming,$$ (won),24,9
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Gank Gaming,$$$ (won),37,18
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Four Angry Men,Pistol Won,,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Four Angry Men,Eco (won),8,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Four Angry Men,$ (won),2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Four Angry Men,$$ (won),15,8
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,All Maps,Four Angry Men,$$$ (won),47,29
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Dragon Ranger Gaming,Pistol Won,,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Dragon Ranger Gaming,Eco (won),2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Dragon Ranger Gaming,$ (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Dragon Ranger Gaming,$$ (won),4,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Dragon Ranger Gaming,$$$ (won),15,9
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Douyu Gaming,Pistol Won,,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Douyu Gaming,Eco (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Douyu Gaming,$ (won),1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Douyu Gaming,$$ (won),4,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Douyu Gaming,$$$ (won),16,7
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Dragon Ranger Gaming,Pistol Won,,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Dragon Ranger Gaming,Eco (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Dragon Ranger Gaming,$ (won),0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Dragon Ranger Gaming,$$ (won),4,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Dragon Ranger Gaming,$$$ (won),11,8
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Douyu Gaming,Pistol Won,,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Douyu Gaming,Eco (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Douyu Gaming,$ (won),4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Douyu Gaming,$$ (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Douyu Gaming,$$$ (won),8,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Dragon Ranger Gaming,Pistol Won,,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Dragon Ranger Gaming,Eco (won),5,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Dragon Ranger Gaming,$ (won),3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Dragon Ranger Gaming,$$ (won),8,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Dragon Ranger Gaming,$$$ (won),26,17
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Douyu Gaming,Pistol Won,,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Douyu Gaming,Eco (won),6,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Douyu Gaming,$ (won),5,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Douyu Gaming,$$ (won),7,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,All Maps,Douyu Gaming,$$$ (won),24,10
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,FUT Esports,Pistol Won,,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,FUT Esports,Eco (won),4,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,FUT Esports,$ (won),2,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,FUT Esports,$$ (won),2,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,FUT Esports,$$$ (won),10,5
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,Evil Geniuses,Pistol Won,,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,Evil Geniuses,Eco (won),2,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,Evil Geniuses,$ (won),0,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,Evil Geniuses,$$ (won),6,5
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,Evil Geniuses,$$$ (won),10,6
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,FUT Esports,Pistol Won,,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,FUT Esports,Eco (won),4,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,FUT Esports,$ (won),2,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,FUT Esports,$$ (won),4,3
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,FUT Esports,$$$ (won),16,8
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,Evil Geniuses,Pistol Won,,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,Evil Geniuses,Eco (won),2,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,Evil Geniuses,$ (won),2,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,Evil Geniuses,$$ (won),7,4
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,Evil Geniuses,$$$ (won),15,8
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,FUT Esports,Pistol Won,,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,FUT Esports,Eco (won),8,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,FUT Esports,$ (won),4,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,FUT Esports,$$ (won),6,3
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,FUT Esports,$$$ (won),26,13
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,Evil Geniuses,Pistol Won,,4
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,Evil Geniuses,Eco (won),4,4
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,Evil Geniuses,$ (won),2,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,Evil Geniuses,$$ (won),13,9
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,All Maps,Evil Geniuses,$$$ (won),25,14
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,DRX,Pistol Won,,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,DRX,Eco (won),3,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,DRX,$ (won),0,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,DRX,$$ (won),8,4
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,DRX,$$$ (won),12,8
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,Attacking Soul Esports,Pistol Won,,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,Attacking Soul Esports,Eco (won),3,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,Attacking Soul Esports,$ (won),1,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,Attacking Soul Esports,$$ (won),10,5
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,Attacking Soul Esports,$$$ (won),9,4
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,DRX,Pistol Won,,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,DRX,Eco (won),3,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,DRX,$ (won),1,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,DRX,$$ (won),5,5
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,DRX,$$$ (won),11,6
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,Attacking Soul Esports,Pistol Won,,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,Attacking Soul Esports,Eco (won),3,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,Attacking Soul Esports,$ (won),1,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,Attacking Soul Esports,$$ (won),8,4
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,Attacking Soul Esports,$$$ (won),8,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,DRX,Pistol Won,,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,DRX,Eco (won),6,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,DRX,$ (won),1,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,DRX,$$ (won),13,9
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,DRX,$$$ (won),23,14
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,Attacking Soul Esports,Pistol Won,,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,Attacking Soul Esports,Eco (won),6,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,Attacking Soul Esports,$ (won),2,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,Attacking Soul Esports,$$ (won),18,9
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,All Maps,Attacking Soul Esports,$$$ (won),17,5
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,EDward Gaming,Pistol Won,,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,EDward Gaming,Eco (won),4,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,EDward Gaming,$ (won),2,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,EDward Gaming,$$ (won),1,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,EDward Gaming,$$$ (won),16,8
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,T1,Pistol Won,,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,T1,Eco (won),3,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,T1,$ (won),0,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,T1,$$ (won),9,5
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,T1,$$$ (won),11,6
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,EDward Gaming,Pistol Won,,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,EDward Gaming,Eco (won),2,2
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,EDward Gaming,$ (won),0,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,EDward Gaming,$$ (won),6,3
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,EDward Gaming,$$$ (won),12,8
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,T1,Pistol Won,,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,T1,Eco (won),4,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,T1,$ (won),2,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,T1,$$ (won),7,4
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,T1,$$$ (won),7,3
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,EDward Gaming,Pistol Won,,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,EDward Gaming,Eco (won),3,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,EDward Gaming,$ (won),1,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,EDward Gaming,$$ (won),6,3
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,EDward Gaming,$$$ (won),16,8
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,T1,Pistol Won,,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,T1,Eco (won),3,1
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,T1,$ (won),1,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,T1,$$ (won),11,6
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,T1,$$$ (won),11,7
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,All Maps,EDward Gaming,Pistol Won,,3
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,All Maps,EDward Gaming,Eco (won),9,4
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,All Maps,EDward Gaming,$ (won),3,0
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,All Maps,EDward Gaming,$$ (won),13,7
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,All Maps,EDward Gaming,$$$ (won),44,24
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,All Maps,T1,Pistol Won,,3
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,All Maps,T1,Eco (won),10,3
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,All Maps,T1,$ (won),3,0
